codigo_ibge,municipio,uf,estado,populacao,capital,site_oficial,criterio_inclusao,fonte,data_congelamento,status_localizacao_site,observacoes_localizacao_site,data_validacao_site
1200401,Rio Branco,AC,Acre,389001,True,https://www.riobranco.ac.gov.br/,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2704302,Maceió,AL,Alagoas,994952,True,https://www.maceio.al.gov.br/,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
1302603,Manaus,AM,Amazonas,2303732,True,https://www.manaus.am.gov.br/,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
1600303,Macapá,AP,Amapá,489676,True,https://www.macapa.ap.gov.br/,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2900207,Abaré,BA,Bahia,18269,False,https://www.abare.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2900702,Alagoinhas,BA,Bahia,161196,False,https://www.alagoinhas.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2900801,Alcobaça,BA,Bahia,25601,False,https://www.alcobaca.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2901007,Amargosa,BA,Bahia,38585,False,https://www.amargosa.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2901106,Amélia Rodrigues,BA,Bahia,24830,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.ameliarodrigues.ba.gov.br/, https://ameliarodrigues.ba.gov.br/, https://www.prefeitura.ameliarodrigues.ba.gov.br/, https://prefeitura.ameliarodrigues.ba.gov.br/",2026-05-21
2901155,América Dourada,BA,Bahia,15572,False,https://www.americadourada.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2901205,Anagé,BA,Bahia,26745,False,https://www.anage.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2901353,Andorinha,BA,Bahia,15491,False,https://www.andorinha.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2901908,Aporá,BA,Bahia,16361,False,https://www.apora.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2902104,Araci,BA,Bahia,50308,False,https://www.araci.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2902609,Baixa Grande,BA,Bahia,18628,False,https://www.baixagrande.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2902708,Barra,BA,Bahia,53642,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.barra.ba.gov.br/, https://barra.ba.gov.br/, https://www.prefeitura.barra.ba.gov.br/, https://prefeitura.barra.ba.gov.br/",2026-05-21
2902807,Barra da Estiva,BA,Bahia,27743,False,https://www.barradaestiva.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2902906,Barra do Choça,BA,Bahia,38581,False,https://www.barradochoca.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2903201,Barreiras,BA,Bahia,171634,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.barreiras.ba.gov.br/, https://barreiras.ba.gov.br/, https://www.prefeitura.barreiras.ba.gov.br/, https://prefeitura.barreiras.ba.gov.br/",2026-05-21
2903276,Barrocas,BA,Bahia,15780,False,https://barrocas.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2903409,Belmonte,BA,Bahia,20527,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.belmonte.ba.gov.br/, https://belmonte.ba.gov.br/, https://www.prefeitura.belmonte.ba.gov.br/, https://prefeitura.belmonte.ba.gov.br/",2026-05-21
2903508,Belo Campo,BA,Bahia,19074,False,https://www.belocampo.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2903607,Biritinga,BA,Bahia,15603,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.biritinga.ba.gov.br/, https://biritinga.ba.gov.br/, https://www.prefeitura.biritinga.ba.gov.br/, https://prefeitura.biritinga.ba.gov.br/",2026-05-21
2903805,Boa Vista do Tupim,BA,Bahia,17262,False,https://www.boavistadotupim.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2903904,Bom Jesus da Lapa,BA,Bahia,68866,False,https://www.bomjesusdalapa.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2904050,Bonito,BA,Bahia,16425,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.bonito.ba.gov.br/, https://bonito.ba.gov.br/, https://www.prefeitura.bonito.ba.gov.br/, https://prefeitura.bonito.ba.gov.br/",2026-05-21
2904100,Boquira,BA,Bahia,19782,False,https://www.boquira.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2904605,Brumado,BA,Bahia,74368,False,https://www.brumado.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2904753,Buritirama,BA,Bahia,20221,False,https://www.buritirama.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2904852,Cabaceiras do Paraguaçu,BA,Bahia,17024,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.cabaceirasdoparaguacu.ba.gov.br/, https://cabaceirasdoparaguacu.ba.gov.br/, https://www.prefeitura.cabaceirasdoparaguacu.ba.gov.br/, https://prefeitura.cabaceirasdoparaguacu.ba.gov.br/",2026-05-21
2904902,Cachoeira,BA,Bahia,30498,False,https://www.cachoeira.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2905008,Caculé,BA,Bahia,23293,False,https://www.cacule.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2905206,Caetité,BA,Bahia,54730,False,https://www.caetite.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2905305,Cafarnaum,BA,Bahia,18057,False,https://cafarnaum.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2905404,Cairu,BA,Bahia,18578,False,https://www.cairu.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2905602,Camacan,BA,Bahia,22485,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.camacan.ba.gov.br/, https://camacan.ba.gov.br/, https://www.prefeitura.camacan.ba.gov.br/, https://prefeitura.camacan.ba.gov.br/",2026-05-21
2905800,Camamu,BA,Bahia,31694,False,https://www.camamu.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2905701,Camaçari,BA,Bahia,321636,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.camacari.ba.gov.br/, https://camacari.ba.gov.br/, https://www.prefeitura.camacari.ba.gov.br/, https://prefeitura.camacari.ba.gov.br/",2026-05-21
2905909,Campo Alegre de Lourdes,BA,Bahia,32500,False,https://www.campoalegredelourdes.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2906006,Campo Formoso,BA,Bahia,75112,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.campoformoso.ba.gov.br/, https://campoformoso.ba.gov.br/, https://www.prefeitura.campoformoso.ba.gov.br/, https://prefeitura.campoformoso.ba.gov.br/",2026-05-21
2906204,Canarana,BA,Bahia,25007,False,https://www.canarana.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2906303,Canavieiras,BA,Bahia,34392,False,https://www.canavieiras.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2906501,Candeias,BA,Bahia,74854,False,https://prefeitura.candeias.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2906808,Cansanção,BA,Bahia,39725,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.cansancao.ba.gov.br/, https://cansancao.ba.gov.br/, https://www.prefeitura.cansancao.ba.gov.br/, https://prefeitura.cansancao.ba.gov.br/",2026-05-21
2906824,Canudos,BA,Bahia,16693,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.canudos.ba.gov.br/, https://canudos.ba.gov.br/, https://www.prefeitura.canudos.ba.gov.br/, https://prefeitura.canudos.ba.gov.br/",2026-05-21
2906873,Capim Grosso,BA,Bahia,35437,False,https://www.capimgrosso.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2906907,Caravelas,BA,Bahia,21384,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.caravelas.ba.gov.br/, https://caravelas.ba.gov.br/, https://www.prefeitura.caravelas.ba.gov.br/, https://prefeitura.caravelas.ba.gov.br/",2026-05-21
2907103,Carinhanha,BA,Bahia,30439,False,https://www.carinhanha.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2907202,Casa Nova,BA,Bahia,76131,False,https://casanova.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2907301,Castro Alves,BA,Bahia,25470,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.castroalves.ba.gov.br/, https://castroalves.ba.gov.br/, https://www.prefeitura.castroalves.ba.gov.br/, https://prefeitura.castroalves.ba.gov.br/",2026-05-21
2907509,Catu,BA,Bahia,50109,False,https://www.catu.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2907608,Central,BA,Bahia,16847,False,https://www.central.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2907905,Cipó,BA,Bahia,17875,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.cipo.ba.gov.br/, https://cipo.ba.gov.br/, https://www.prefeitura.cipo.ba.gov.br/, https://prefeitura.cipo.ba.gov.br/",2026-05-21
2908002,Coaraci,BA,Bahia,17557,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.coaraci.ba.gov.br/, https://coaraci.ba.gov.br/, https://www.prefeitura.coaraci.ba.gov.br/, https://prefeitura.coaraci.ba.gov.br/",2026-05-21
2908101,Cocos,BA,Bahia,19865,False,https://www.cocos.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908200,Conceição da Feira,BA,Bahia,21529,False,https://www.conceicaodafeira.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908309,Conceição do Almeida,BA,Bahia,16134,False,https://www.conceicaodoalmeida.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908408,Conceição do Coité,BA,Bahia,71601,False,https://conceicaodocoite.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908507,Conceição do Jacuípe,BA,Bahia,37622,False,https://www.conceicaodojacuipe.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908606,Conde,BA,Bahia,24460,False,https://www.conde.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908705,Condeúba,BA,Bahia,17567,False,https://www.condeuba.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2908903,Coração de Maria,BA,Bahia,28408,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.coracaodemaria.ba.gov.br/, https://coracaodemaria.ba.gov.br/, https://www.prefeitura.coracaodemaria.ba.gov.br/, https://prefeitura.coracaodemaria.ba.gov.br/",2026-05-21
2909208,Coronel João Sá,BA,Bahia,17598,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.coroneljoaosa.ba.gov.br/, https://coroneljoaosa.ba.gov.br/, https://www.prefeitura.coroneljoaosa.ba.gov.br/, https://prefeitura.coroneljoaosa.ba.gov.br/",2026-05-21
2909307,Correntina,BA,Bahia,34266,False,https://www.correntina.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2909604,Crisópolis,BA,Bahia,20346,False,https://crisopolis.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2909802,Cruz das Almas,BA,Bahia,63326,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.cruzdasalmas.ba.gov.br/, https://cruzdasalmas.ba.gov.br/, https://www.prefeitura.cruzdasalmas.ba.gov.br/, https://prefeitura.cruzdasalmas.ba.gov.br/",2026-05-21
2909901,Curaçá,BA,Bahia,36127,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.curaca.ba.gov.br/, https://curaca.ba.gov.br/, https://www.prefeitura.curaca.ba.gov.br/, https://prefeitura.curaca.ba.gov.br/",2026-05-21
2906709,Cândido Sales,BA,Bahia,26469,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.candidosales.ba.gov.br/, https://candidosales.ba.gov.br/, https://www.prefeitura.candidosales.ba.gov.br/, https://prefeitura.candidosales.ba.gov.br/",2026-05-21
2907806,Cícero Dantas,BA,Bahia,32292,False,https://www.cicerodantas.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910057,Dias d'Ávila,BA,Bahia,75296,False,https://www.diasdavila.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910404,Encruzilhada,BA,Bahia,19450,False,https://www.encruzilhada.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910503,Entre Rios,BA,Bahia,39890,False,https://www.entrerios.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910602,Esplanada,BA,Bahia,34163,False,https://www.esplanada.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910701,Euclides da Cunha,BA,Bahia,64768,False,https://www.euclidesdacunha.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910727,Eunápolis,BA,Bahia,121067,False,https://www.eunapolis.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910800,Feira de Santana,BA,Bahia,660806,False,https://www.feiradesantana.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2910859,Filadélfia,BA,Bahia,18637,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.filadelfia.ba.gov.br/, https://filadelfia.ba.gov.br/, https://www.prefeitura.filadelfia.ba.gov.br/, https://prefeitura.filadelfia.ba.gov.br/",2026-05-21
2911105,Formosa do Rio Preto,BA,Bahia,27567,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.formosadoriopreto.ba.gov.br/, https://formosadoriopreto.ba.gov.br/, https://www.prefeitura.formosadoriopreto.ba.gov.br/, https://prefeitura.formosadoriopreto.ba.gov.br/",2026-05-21
2910750,Fátima,BA,Bahia,18480,False,https://www.fatima.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2911204,Gandu,BA,Bahia,34051,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.gandu.ba.gov.br/, https://gandu.ba.gov.br/, https://www.prefeitura.gandu.ba.gov.br/, https://prefeitura.gandu.ba.gov.br/",2026-05-21
2911402,Glória,BA,Bahia,16107,False,https://www.gloria.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2911600,Governador Mangabeira,BA,Bahia,21353,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.governadormangabeira.ba.gov.br/, https://governadormangabeira.ba.gov.br/, https://www.prefeitura.governadormangabeira.ba.gov.br/, https://prefeitura.governadormangabeira.ba.gov.br/",2026-05-21
2911709,Guanambi,BA,Bahia,93488,False,https://www.guanambi.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2911808,Guaratinga,BA,Bahia,19413,False,https://www.guaratinga.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2911907,Iaçu,BA,Bahia,25315,False,https://www.iacu.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2912103,Ibicaraí,BA,Bahia,22131,False,https://www.ibicarai.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2912202,Ibicoara,BA,Bahia,21827,False,https://www.ibicoara.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2912400,Ibipeba,BA,Bahia,17134,False,https://www.ibipeba.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2912707,Ibirapitanga,BA,Bahia,26917,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.ibirapitanga.ba.gov.br/, https://ibirapitanga.ba.gov.br/, https://www.prefeitura.ibirapitanga.ba.gov.br/, https://prefeitura.ibirapitanga.ba.gov.br/",2026-05-21
2912905,Ibirataia,BA,Bahia,19377,False,https://www.ibirataia.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913002,Ibitiara,BA,Bahia,15049,False,https://www.ibitiara.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913101,Ibititá,BA,Bahia,17517,False,https://www.ibitita.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913200,Ibotirama,BA,Bahia,27723,False,https://www.ibotirama.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913408,Igaporã,BA,Bahia,16069,False,https://www.igapora.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913507,Iguaí,BA,Bahia,21763,False,https://www.iguai.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913606,Ilhéus,BA,Bahia,189149,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.ilheus.ba.gov.br/, https://ilheus.ba.gov.br/, https://www.prefeitura.ilheus.ba.gov.br/, https://prefeitura.ilheus.ba.gov.br/",2026-05-21
2913705,Inhambupe,BA,Bahia,35390,False,https://www.inhambupe.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
2913903,Ipiaú,BA,Bahia,42429,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.ipiau.ba.gov.br/, https://ipiau.ba.gov.br/, https://www.prefeitura.ipiau.ba.gov.br/, https://prefeitura.ipiau.ba.gov.br/",2026-05-21
2914000,Ipirá,BA,Bahia,59222,False,,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Site não localizado,"Site não informado na base. Candidatos básicos: https://www.ipira.ba.gov.br/, https://ipira.ba.gov.br/, https://www.prefeitura.ipira.ba.gov.br/, https://prefeitura.ipira.ba.gov.br/",2026-05-21
2914406,Iraquara,BA,Bahia,24833,False,https://www.iraquara.ba.gov.br/,BA acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20,Necessita validação manual,Site inferido automaticamente; validar antes da entrega.,2026-05-21
