codigo_ibge,municipio,uf,estado,populacao,capital,site_oficial,criterio_inclusao,fonte,data_congelamento
4109609,Guaratuba,PR,Paraná,44913,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4108809,Guaíra,PR,Paraná,33058,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4109708,Ibaiti,PR,Paraná,29464,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4109807,Ibiporã,PR,Paraná,53276,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4110078,Imbaú,PR,Paraná,15068,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4110102,Imbituva,PR,Paraná,30849,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4110607,Iporã,PR,Paraná,16102,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4110706,Irati,PR,Paraná,61004,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4111258,Itaperuçu,PR,Paraná,33310,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4111506,Ivaiporã,PR,Paraná,33566,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4111803,Jacarezinho,PR,Paraná,41493,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4111902,Jaguapitã,PR,Paraná,15908,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4112009,Jaguariaíva,PR,Paraná,36384,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4112108,Jandaia do Sul,PR,Paraná,21930,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4113205,Lapa,PR,Paraná,45878,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4113304,Laranjeiras do Sul,PR,Paraná,33179,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4113502,Loanda,PR,Paraná,23966,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4113700,Londrina,PR,Paraná,581382,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4114203,Mandaguari,PR,Paraná,38313,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4114104,Mandaguaçu,PR,Paraná,34521,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4114302,Mandirituba,PR,Paraná,29104,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4114401,Mangueirinha,PR,Paraná,16737,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4114609,Marechal Cândido Rondon,PR,Paraná,58734,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4114807,Marialva,PR,Paraná,44749,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4115200,Maringá,PR,Paraná,429660,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4115408,Marmeleiro,PR,Paraná,16605,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4115606,Matelândia,PR,Paraná,19223,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4115705,Matinhos,PR,Paraná,42063,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4115804,Medianeira,PR,Paraná,57910,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4116208,Morretes,PR,Paraná,19089,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4116901,Nova Esperança,PR,Paraná,27142,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4117305,Ortigueira,PR,Paraná,24706,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4117503,Paiçandu,PR,Paraná,48695,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4117602,Palmas,PR,Paraná,50238,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4117701,Palmeira,PR,Paraná,34948,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4117909,Palotina,PR,Paraná,37039,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4118204,Paranaguá,PR,Paraná,150104,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4118402,Paranavaí,PR,Paraná,96209,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4118501,Pato Branco,PR,Paraná,97821,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119152,Pinhais,PR,Paraná,131255,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119301,Pinhão,PR,Paraná,30451,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119509,Piraquara,PR,Paraná,127433,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119400,Piraí do Sul,PR,Paraná,23977,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119608,Pitanga,PR,Paraná,34527,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119905,Ponta Grossa,PR,Paraná,375632,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4119954,Pontal do Paraná,PR,Paraná,33131,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4120606,Prudentópolis,PR,Paraná,50946,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4120804,Quatro Barras,PR,Paraná,25397,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4120903,Quedas do Iguaçu,PR,Paraná,31423,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4121208,Quitandinha,PR,Paraná,18882,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4121406,Realeza,PR,Paraná,20097,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4121703,Reserva,PR,Paraná,24878,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4122206,Rio Branco do Sul,PR,Paraná,40308,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4122305,Rio Negro,PR,Paraná,31951,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4122404,Rolândia,PR,Paraná,75818,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4123006,Salto do Lontra,PR,Paraná,15706,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4123501,Santa Helena,PR,Paraná,26461,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4124053,Santa Terezinha de Itaipu,PR,Paraná,25300,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4124103,Santo Antônio da Platina,PR,Paraná,45628,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4124400,Santo Antônio do Sudoeste,PR,Paraná,24980,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4126256,Sarandi,PR,Paraná,128106,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4126306,Sengés,PR,Paraná,17256,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4126504,Sertanópolis,PR,Paraná,16210,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4126603,Siqueira Campos,PR,Paraná,24031,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4125506,São José dos Pinhais,PR,Paraná,349880,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4125605,São Mateus do Sul,PR,Paraná,43490,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4125704,São Miguel do Iguaçu,PR,Paraná,30416,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4126801,Tapejara,PR,Paraná,16326,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4127106,Telêmaco Borba,PR,Paraná,77479,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4127205,Terra Boa,PR,Paraná,18168,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4127403,Terra Roxa,PR,Paraná,18636,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4127502,Tibagi,PR,Paraná,20374,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4127601,Tijucas do Sul,PR,Paraná,18458,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4127700,Toledo,PR,Paraná,160701,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4128005,Ubiratã,PR,Paraná,25732,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4128104,Umuarama,PR,Paraná,123059,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4128203,União da Vitória,PR,Paraná,56560,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4128500,Wenceslau Braz,PR,Paraná,19398,false,,PR acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300100,Angra dos Reis,RJ,Rio de Janeiro,179142,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300209,Araruama,RJ,Rio de Janeiro,137906,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300233,Armação dos Búzios,RJ,Rio de Janeiro,42527,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300258,Arraial do Cabo,RJ,Rio de Janeiro,32822,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300407,Barra Mansa,RJ,Rio de Janeiro,181679,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300308,Barra do Piraí,RJ,Rio de Janeiro,98506,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300456,Belford Roxo,RJ,Rio de Janeiro,518384,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300506,Bom Jardim,RJ,Rio de Janeiro,29758,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300605,Bom Jesus do Itabapoana,RJ,Rio de Janeiro,37176,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300704,Cabo Frio,RJ,Rio de Janeiro,238438,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300803,Cachoeiras de Macacu,RJ,Rio de Janeiro,59861,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3300902,Cambuci,RJ,Rio de Janeiro,15069,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301009,Campos dos Goytacazes,RJ,Rio de Janeiro,519259,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301108,Cantagalo,RJ,Rio de Janeiro,19995,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301207,Carmo,RJ,Rio de Janeiro,17741,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301306,Casimiro de Abreu,RJ,Rio de Janeiro,48636,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301405,Conceição de Macabu,RJ,Rio de Janeiro,21770,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301504,Cordeiro,RJ,Rio de Janeiro,21448,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301702,Duque de Caxias,RJ,Rio de Janeiro,866225,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301850,Guapimirim,RJ,Rio de Janeiro,54311,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301876,Iguaba Grande,RJ,Rio de Janeiro,29616,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3301900,Itaboraí,RJ,Rio de Janeiro,240127,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302007,Itaguaí,RJ,Rio de Janeiro,124021,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302106,Itaocara,RJ,Rio de Janeiro,23645,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302205,Itaperuna,RJ,Rio de Janeiro,107297,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302254,Itatiaia,RJ,Rio de Janeiro,32713,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302270,Japeri,RJ,Rio de Janeiro,102171,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302403,Macaé,RJ,Rio de Janeiro,264439,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302502,Magé,RJ,Rio de Janeiro,244142,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302601,Mangaratiba,RJ,Rio de Janeiro,43660,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302700,Maricá,RJ,Rio de Janeiro,212470,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302809,Mendes,RJ,Rio de Janeiro,18048,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302858,Mesquita,RJ,Rio de Janeiro,178830,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3302908,Miguel Pereira,RJ,Rio de Janeiro,28142,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303005,Miracema,RJ,Rio de Janeiro,28416,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303104,Natividade,RJ,Rio de Janeiro,15551,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303203,Nilópolis,RJ,Rio de Janeiro,155500,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303302,Niterói,RJ,Rio de Janeiro,516787,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303401,Nova Friburgo,RJ,Rio de Janeiro,203417,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303500,Nova Iguaçu,RJ,Rio de Janeiro,843220,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303609,Paracambi,RJ,Rio de Janeiro,43627,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303807,Paraty,RJ,Rio de Janeiro,47668,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303708,Paraíba do Sul,RJ,Rio de Janeiro,44479,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303856,Paty do Alferes,RJ,Rio de Janeiro,31370,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303906,Petrópolis,RJ,Rio de Janeiro,294926,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3303955,Pinheiral,RJ,Rio de Janeiro,25096,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304003,Piraí,RJ,Rio de Janeiro,29066,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304102,Porciúncula,RJ,Rio de Janeiro,17832,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304110,Porto Real,RJ,Rio de Janeiro,21089,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304144,Queimados,RJ,Rio de Janeiro,149135,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304151,Quissamã,RJ,Rio de Janeiro,23142,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304201,Resende,RJ,Rio de Janeiro,137697,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304300,Rio Bonito,RJ,Rio de Janeiro,59126,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304409,Rio Claro,RJ,Rio de Janeiro,17951,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304524,Rio das Ostras,RJ,Rio de Janeiro,168455,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304557,Rio de Janeiro,RJ,Rio de Janeiro,6730729,true,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304706,Santo Antônio de Pádua,RJ,Rio de Janeiro,43697,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305406,Sapucaia,RJ,Rio de Janeiro,18291,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305505,Saquarema,RJ,Rio de Janeiro,95315,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305554,Seropédica,RJ,Rio de Janeiro,84794,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305604,Silva Jardim,RJ,Rio de Janeiro,22028,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305703,Sumidouro,RJ,Rio de Janeiro,15693,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304805,São Fidélis,RJ,Rio de Janeiro,41212,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304755,São Francisco de Itabapoana,RJ,Rio de Janeiro,47397,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3304904,São Gonçalo,RJ,Rio de Janeiro,960196,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305158,São José do Vale do Rio Preto,RJ,Rio de Janeiro,22813,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305000,São João da Barra,RJ,Rio de Janeiro,38740,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305109,São João de Meriti,RJ,Rio de Janeiro,466503,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305208,São Pedro da Aldeia,RJ,Rio de Janeiro,110677,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305752,Tanguá,RJ,Rio de Janeiro,32865,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3305802,Teresópolis,RJ,Rio de Janeiro,176735,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3306008,Três Rios,RJ,Rio de Janeiro,82319,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3306107,Valença,RJ,Rio de Janeiro,71449,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3306206,Vassouras,RJ,Rio de Janeiro,35907,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
3306305,Volta Redonda,RJ,Rio de Janeiro,279971,false,,RJ acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
2408102,Natal,RN,Rio Grande do Norte,784249,true,,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20
1100205,Porto Velho,RO,Rondônia,517709,true,,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20
1400100,Boa Vista,RR,Roraima,485477,true,,Capital dos demais estados/DF,SIDRA 6579/v/9324/p/2025,2026-05-20
4300109,Agudo,RS,Rio Grande do Sul,16341,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4300406,Alegrete,RS,Rio Grande do Sul,74285,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4300604,Alvorada,RS,Rio Grande do Sul,194062,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4301305,Arroio Grande,RS,Rio Grande do Sul,17879,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4301008,Arroio do Meio,RS,Rio Grande do Sul,22523,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4301602,Bagé,RS,Rio Grande do Sul,121928,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4301636,Balneário Pinhal,RS,Rio Grande do Sul,15413,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4302105,Bento Gonçalves,RS,Rio Grande do Sul,127977,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4302709,Butiá,RS,Rio Grande do Sul,19421,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4303004,Cachoeira do Sul,RS,Rio Grande do Sul,82222,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4303103,Cachoeirinha,RS,Rio Grande do Sul,141503,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4303509,Camaquã,RS,Rio Grande do Sul,63961,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4303905,Campo Bom,RS,Rio Grande do Sul,64719,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304200,Candelária,RS,Rio Grande do Sul,29775,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304408,Canela,RS,Rio Grande do Sul,50715,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304507,Canguçu,RS,Rio Grande do Sul,50968,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304606,Canoas,RS,Rio Grande do Sul,359840,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304630,Capão da Canoa,RS,Rio Grande do Sul,66234,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304663,Capão do Leão,RS,Rio Grande do Sul,27416,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304705,Carazinho,RS,Rio Grande do Sul,63670,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4304804,Carlos Barbosa,RS,Rio Grande do Sul,31585,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4305108,Caxias do Sul,RS,Rio Grande do Sul,479599,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4302808,Caçapava do Sul,RS,Rio Grande do Sul,33501,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4305355,Charqueadas,RS,Rio Grande do Sul,36110,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4305454,Cidreira,RS,Rio Grande do Sul,17583,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4306106,Cruz Alta,RS,Rio Grande do Sul,60454,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4306403,Dois Irmãos,RS,Rio Grande do Sul,31804,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4306601,Dom Pedrito,RS,Rio Grande do Sul,38080,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4306767,Eldorado do Sul,RS,Rio Grande do Sul,41012,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4306809,Encantado,RS,Rio Grande do Sul,23520,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4306908,Encruzilhada do Sul,RS,Rio Grande do Sul,24275,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4307005,Erechim,RS,Rio Grande do Sul,109609,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4307500,Espumoso,RS,Rio Grande do Sul,15478,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4307708,Esteio,RS,Rio Grande do Sul,78144,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4307807,Estrela,RS,Rio Grande do Sul,33263,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4307609,Estância Velha,RS,Rio Grande do Sul,49499,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4307906,Farroupilha,RS,Rio Grande do Sul,72552,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4308201,Flores da Cunha,RS,Rio Grande do Sul,32015,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4308508,Frederico Westphalen,RS,Rio Grande do Sul,33726,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4308607,Garibaldi,RS,Rio Grande do Sul,35563,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
4308904,Getúlio Vargas,RS,Rio Grande do Sul,16955,false,,RS acima de 15.000 habitantes,SIDRA 6579/v/9324/p/2025,2026-05-20
